"restId","tag"
"1963666","本帮菜"
"1964032","面包"
"1965808","湘菜"
"1966801","本帮菜"
"1966966","本帮菜"
"1967035","韩国料理"
"1967725","更多咖啡厅"
"1967923","粤菜"
"1967989","家常菜"
"1968193","更多咖啡厅"
"1968517","湖北菜"
"1968946","茶馆"
"1969084","米粉"
"1969213","贵州菜"
"1969282","星巴克"
"1969507","星巴克"
"1969873","熟食"
"1970035","火锅"
"1970200","小吃"
"1970329","其他火锅"
"1970530","牛排"
"1971355","火锅"
"1971490","快餐/简餐"
"1971850","牛排"
"1972804","日本料理"
"1973764","本帮菜"
"1973863","海鲜"
"1995511","泰国菜"
"1997623","家常菜"
"1997656","烧烤"
"1997689","快餐/简餐"
"1997986","江西菜"
"1998316","小吃"
"1998451","烧烤"
"1998583","西式甜点"
"1998679","酒吧"
"1998781","上岛咖啡"
"1999636","星巴克"
"1999870","小吃"
"1999966","烧烤"
"2000197","意大利菜"
"2000458","创意菜"
"2000920","韩国料理"
"2001088","酒吧"
"2001547","老北京小吃"
"2001943","火锅"
"2002474","米粉"
"2002672","淮扬菜"
"2002735","家常菜"
"2002834","烧烤"
"2003071","本帮菜"
"2003134","意大利菜"
"2003200","面馆"
"2003431","自助餐"
"2004520","其他火锅"
"2004784","川菜"
"2004982","粤菜"
"2005345","东北菜"
"2005873","烧烤"
"2006302","快餐/简餐"
"2006467","小龙虾"
"2006764","本帮菜"
"2007691","饮品"
"2007952","馄饨"
"2008054","烧烤"
"2008117","其他小吃"
"2008120","面包西点"
"2008744","两岸咖啡"
"2008777","家常菜"
"2009701","西北菜"
"2009800","湘菜"
"2009965","白斩鸡"
"2010064","更多咖啡厅"
"2010589","粤菜"
"2010592","快餐简餐"
"2010655","粤菜"
"2011384","涮羊肉"
"2011939","台湾菜"
"2011942","云南菜"
"2012077","川菜"
"2012176","零食"
"2012404","意大利菜"
"2012473","其他小吃"
"2012536","饮品"
"2013229","粤菜"
"2013724","港台甜品"
"2013955","烤鸭"
"2014417","粤菜"
"2014615","自助餐"
"2016565","日式烧烤/铁板烧"
"2017063","本帮江浙菜"
"2017360","酒吧"
"2017519","家常菜"
"2017720","烧烤"
"2019571","上海菜"
"2020324","其他小吃"
"2020357","湘菜"
"2021677","麻辣烫"
"2021806","熟食"
"2022502","其他火锅"
"2023327","火锅"
"2023954","白斩鸡"
"2023987","烤鱼"
"2024320","烧烤"
"2024452","香锅"
"2024650","面包西点"
"2024944","粉面馆"
"2025079","面包西点"
"2025703","小吃"
"2025934","东北菜"
"2026960","粉面馆"
"2027392","火锅"
"2027752","烧烤"
"2027947","面包"
"2028379","快餐简餐"
"2028445","其他火锅"
"2029471","面包西点"
"2029864","米粉"
"2030059","西式简餐"
"2030455","本帮菜"
"2030590","新疆/清真"
"2030851","粤菜"
"2031148","川菜"
"2031151","烧烤"
"2032105","酒吧"
"2032138","面包"
"2032174","快餐简餐"
"2032570","冰淇淋"
"2033065","茶馆"
"2033131","茶餐厅"
"2033164","寿司/简餐"
"2033296","小吃"
"2034253","烧烤"
"2034316","冰淇淋"
"2034352","韩国料理"
"2034646","面包"
"2035306","快餐/简餐"
"2035540","酒吧"
"2036659","家常菜"
"2037025","本帮菜"
"2037061","烤鱼"
"2037094","快餐简餐"
"2037652","生煎"
"2037814","粤菜"
"2037847","湘菜"
"2038279","粥店"
"2038639","面馆"
"2038774","意大利菜"
"2038903","川菜"
"2039041","快餐简餐"
"2039368","韩国料理"
"2039797","烧烤"
"2040520","粤菜"
"2040850","酒吧"
"2041309","本帮菜"
"2041378","小吃"
"2041576","饮品"
"2042140","湘菜"
"2042467","本帮菜"
"2043952","家常菜"
"2044021","包子"
"2044351","快餐/简餐"
"2044450","港台甜品"
"2044582","本帮菜"
"2044975","其他火锅"
"2045080","本帮菜"
"2045305","烧烤"
"2046562","烧烤"
"2047288","家常菜"
"2047387","炸酱面"
"2047813","其他中餐"
"2048674","本帮菜"
"2049334","粤菜"
"2049697","家常菜"
"2049796","烤鸭"
"2049862","西北菜"
"2050189","上岛咖啡"
"2050192","家常菜"
"2050255","东北菜"
"2050390","素菜"
"2050747","西式甜点"
"2050909","茶餐厅"
"2051179","湘菜"
"2051209","新疆/清真"
"2051539","粥店"
"2051836","本帮菜"
"2052040","香锅"
"2052334","日式烧烤/铁板烧"
"2052529","涮羊肉"
"2052628","茶馆"
"2052796","冰淇淋"
"2053159","山西菜"
"2054509","面包西点"
"2054677","寿司/简餐"
"2054806","燕翅鲍"
"2054839","面包西点"
"2055403","烤鸭"
"2055601","烧烤"
"2056297","北京菜"
"2056396","小吃"
"2056426","本帮菜"
"2057023","零食"
"2057353","寿司/简餐"
"2057485","烧烤"
"2057614","茶馆"
"2057647","寿司/简餐"
"2057977","寿司/简餐"
"2058574","快餐简餐"
"2058772","日本料理"
"2058802","快餐简餐"
"2059072","羊蝎子"
"2059528","香锅"
"2059627","本帮菜"
"2059795","烧烤"
"2060023","面包"
"2060089","面馆"
"2060188","火锅"
"2060191","港台甜品"
"2060683","其他火锅"
"2061046","烤鸭"
"2061181","酒吧"
"2061244","西北风味"
"2061307","老北京小吃"
"2061310","东南亚菜"
"2061442","西式简餐"
"2061604","自助餐"
"2061640","小吃"
"2062072","日本料理"
"2062399","粤菜"
"2062498","快餐简餐"
"2062960","面包西点"
"2063125","寿司/简餐"
"2064478","零食"
"2064481","宁波菜"
"2065600","川菜"
"2065729","快餐简餐"
"2066263","涮羊肉"
"2066494","米粉"
"2066560","日本料理"
"2066623","上海菜"
"2066920","面包西点"
"2067712","其他西餐"
"2067910","西式简餐"
"2068603","烧烤"
"2069596","创意菜"
"2069893","粤菜"
"2070316","其他火锅"
"2071438","更多咖啡厅"
"2071672","茶馆"
"2073421","面包西点"
"2073814","湘菜"
"2074051","粤菜"
"2074378","粉面馆"
"2074741","更多咖啡厅"
"2074936","川菜"
"2077120","韩国料理"
"2078077","日本料理"
"2078206","其他小吃"
"2078536","面包西点"
"2078671","自助餐"
"2081440","其他中餐"
"2082463","本帮菜"
"2083318","本帮菜"
"2084872","川菜"
"2085004","烧烤"
"2085763","更多咖啡厅"
"2085961","面馆"
"2086393","官府菜"
"2086588","家常菜"
"2086885","熟食"
"2087017","小吃"
"2087020","面包西点"
"2087710","涮羊肉"
"2088733","香锅"
"2089297","上海菜"
"2090581","白斩鸡"
"2091601","更多咖啡厅"
"2091928","酒吧"
"2092264","面包"
"2093056","小笼"
"2093650","烧烤"
"2093683","冰淇淋"
"2094640","日本料理"
"2095597","上岛咖啡"
"2095825","烤鸭"
"2096158","面馆"
"2096293","小吃"
"2096491","酒吧"
"2097049","湘菜"
"2097250","海鲜"
"2097508","韩国料理"
"2097607","日式烧烤/铁板烧"
"2097775","粉面馆"
"2099296","本帮菜"
"2099494","宁波菜"
"2100583","面馆"
"2101108","面包西点"
"2102002","饮品"
"2102431","台湾菜"
"2103487","日式烧烤/铁板烧"
"2103979","日本料理"
"2105269","麻辣烫"
"2105698","牛排"
"2106916","快餐/简餐"
"2107021","小龙虾"
"2107483","本帮菜"
"2107807","本帮菜"
"2108473","粥店"
"2109166","港台甜品"
"2109298","本帮菜"
"2109463","本帮菜"
"2109559","东北菜"
"2109661","茶馆"
"2109694","粤菜"
"2110054","饮品"
"2110315","西式甜点"
"2111800","饺子"
"2111998","面包西点"
"2112364","粥店"
"2112889","快餐简餐"
"2114542","寿司/简餐"
"2115202","上岛咖啡"
"2115631","老北京小吃"
"2117347","烧烤"
"2117806","家常菜"
"2118733","粤菜"
"2119033","小吃"
"2119819","小吃"
"2119954","面包西点"
"2120053","更多咖啡厅"
"2120482","快餐简餐"
"2121340","川菜"
"2121472","川菜"
"2121667","寿司/简餐"
"2122462","本帮菜"
"2122624","快餐简餐"
"2122921","其他火锅"
"2123908","上岛咖啡"
"2124208","湘菜"
"2124637","酒吧"
"2124640","茶馆"
"2124673","茶馆"
"2124901","本帮菜"
"2126026","快餐/简餐"
"2127643","上海菜"
"2127841","川菜"
"2128798","熟食"
"2129065","烧烤"
"2130247","本帮菜"
"2130250","粤菜"
"2130841","烧烤"
"2130937","湘菜"
"2131534","其他火锅"
"2132788","韩国料理"
"2132791","家常菜"
"2132953","西式简餐"
"2133682","台湾菜"
"2134144","本帮菜"
"2134180","快餐/简餐"
"2134207","火锅"
"2135659","其他小吃"
"2136025","川菜"
"2136256","湘菜"
"2136391","快餐/简餐"
"2178427","川菜"
"2179321","日式烧烤/铁板烧"
"2179747","粉面馆"
"2180206","韩国料理"
"2180932","川菜"
"2181100","湘菜"
"2181757","家常菜"
"2182354","面馆"
"2182981","韩国料理"
"2184565","快餐简餐"
"2185786","快餐/简餐"
"2186314","川菜"
"2186608","面包西点"
"2186707","西式简餐"
"2187304","本帮菜"
"2187700","寿司/简餐"
"2188561","烧烤"
"2189023","川菜"
"2189317","包子"
"2191297","面包西点"
"2191987","馄饨"
"2192386","湘菜"
"2193772","麻辣烫"
"2194630","西式简餐"
"2195686","本帮菜"
"2198065","新疆/清真"
"2199022","西餐"
"2199682","面馆"
"2199877","西式甜点"
"2200999","粤菜"
"2201860","酒吧"
"2202355","徽菜"
"2202850","本帮江浙菜"
"2203345","零食"
"2204827","面包西点"
"2205718","粉面馆"
"2205790","粉面馆"
"2206384","川菜"
"2206414","本帮菜"
"2206777","星巴克"
"2206975","本帮菜"
"2207077","熟食"
"2207440","快餐/简餐"
"2207932","更多咖啡厅"
"2209981","烧烤"
"2210374","本帮菜"
"2210437","川菜"
"2210602","面包西点"
"2210833","日式烧烤/铁板烧"
"2210899","粤菜"
"2211199","西式简餐"
"2211364","锅贴"
"2211919","台湾菜"
"2212354","家常菜"
"2212420","快餐简餐"
"2212648","家常菜"
"2212651","家常菜"
"2212846","小龙虾"
"2213278","湘菜"
"2213803","贵州菜"
"2213935","西式简餐"
"2215294","快餐/简餐"
"2215423","快餐简餐"
"2215852","粉面馆"
"2218297","面馆"
"2219188","冰淇淋"
"2220304","包子"
"2220700","其他火锅"
"2221693","粥店"
"2221921","寿司/简餐"
"2222218","饮品"
"2223079","小吃"
"2223145","快餐/简餐"
"2224825","火锅"
"2225059","小龙虾"
"2225062","粉面馆"
"2225590","饮品"
"2225848","快餐简餐"
"2226016","粉面馆"
"2226580","本帮菜"
"2227336","小吃"
"2227435","本帮江浙菜"
"2228326","快餐简餐"
"2228494","粤菜"
"2231722","麻辣烫"
"2231755","老北京小吃"
"2232154","生煎"
"2233045","面包"
"2233207","零食"
"2234167","其他小吃"
"2234200","烧烤"
"2235487","韩国料理"
"2236213","小吃"
"2237500","米粉"
"2238985","快餐简餐"
"2239351","星巴克"
"2240830","比萨"
"2241790","饮品"
"2241952","创意菜"
"2244856","川菜"
"2245912","更多咖啡厅"
"2247040","韩国料理"
"2247697","日式烧烤/铁板烧"
"2248852","美食"
"2249545","粉面馆"
"2250961","冰淇淋"
"2252905","更多咖啡厅"
"2253502","快餐简餐"
"2255977","淮扬菜"
"2256181","快餐/简餐"
"2260429","粤菜"
"2261491","更多咖啡厅"
"2261950","家常菜"
"2262742","上岛咖啡"
"2264131","意大利菜"
"2264791","其他小吃"
"2265217","西式简餐"
"2268454","川菜"
"2269804","比萨"
"2271520","川菜"
"2273203","星巴克"
"2273272","快餐简餐"
"2273797","快餐/简餐"
"2273959","烧烤"
"2274424","川菜"
"2274457","美食"
"2275216","面包西点"
"2275249","川菜"
"2275780","其他小吃"
"2276602","东北菜"
"2277298","面包"
"2280760","其他火锅"
"2283334","快餐简餐"
"2283466","茶餐厅"
"2284489","川菜"
"2284519","香锅"
"2284591","小吃"
"2285215","自助餐"
"2287657","冰淇淋"
"2289046","韩国料理"
"2289208","家常菜"
"2289277","家常菜"
"2289406","日本料理"
"2289637","宁波菜"
"2289769","火锅"
"2289934","烧烤"
"2291191","茶馆"
"2291485","西北菜"
"2291746","更多咖啡厅"
"2291944","本帮菜"
"2292574","本帮菜"
"2292772","上岛咖啡"
"2292802","快餐简餐"
"2292835","更多咖啡厅"
"2292934","烤鸭"
"2293003","本帮菜"
"2293270","锅贴"
"2293861","更多咖啡厅"
"2294851","老北京小吃"
"2295049","寿司/简餐"
"2296174","两岸咖啡"
"2296930","本帮菜"
"2296996","川菜"
"2297197","更多咖啡厅"
"2301649","川菜"
"2301685","香锅"
"2303272","面包"
"2304424","上岛咖啡"
"2305249","老北京小吃"
"2305315","面包"
"2305450","川菜"
"2305612","西式甜点"
"2305708","快餐/简餐"
"2307133","本帮菜"
"2307265","小吃"
"2307724","粉面馆"
"2307760","本帮菜"
"2308024","茶餐厅"
"2308057","家常菜"
"2308060","川菜"
"2308123","本帮菜"
"2308318","越南菜"
"2309050","酒吧"
"2309476","面包"
"2309539","麻辣烫"
"2310463","快餐简餐"
"2311585","米粉"
"2311879","更多咖啡厅"
"2312182","小吃"
"2312407","粉面馆"
"2312506","快餐简餐"
"2313073","烧烤"
"2313235","老北京小吃"
"2313631","江西菜"
"2313859","川菜"
"2314027","自助餐"
"2314522","上岛咖啡"
"2314591","徽菜"
"2315446","比萨"
"2315608","快餐/简餐"
"2315842","寿司/简餐"
"2316436","西式甜点"
"2316700","川菜"
"2317165","港台甜品"
"2317819","本帮菜"
"2318056","西式简餐"
"2318548","涮羊肉"
"2319439","粉面馆"
"2319574","饮品"
"2319970","快餐简餐"
"2320330","韩国料理"
"2320396","小笼"
"2320756","面包"
"2321551","自助餐"
"2321911","比萨"
"2322439","火锅"
"2323267","其他小吃"
"2323861","快餐/简餐"
"2323924","小吃"
"2325379","本帮菜"
"2326138","老北京小吃"
"2326996","更多咖啡厅"
"2327197","粉面馆"
"2327395","茶馆"
"2327461","家常菜"
"2327656","西式甜点"
"2328286","火锅"
"2328316","西式简餐"
"2328811","快餐/简餐"
"2328943","熟食"
"2329375","面馆"
"2329702","火锅"
"2329735","零食"
"2331019","更多咖啡厅"
"2331547","川菜"
"2334223","饺子"
"2334388","小吃"
"2335114","新疆/清真"
"2335378","湘菜"
"2335510","家常菜"
"2335837","粉面馆"
"2336074","面包"
"2336401","粥店"
"2337358","零食"
"2337721","面包"
"2337817","其他小吃"
"2337949","小吃"
"2338843","本帮菜"
"2339008","法国菜"
"2341018","甜品饮品"
"2341120","零食"
"2341348","小吃"
"2341681","云南菜"
"2342044","家常菜"
"2342770","茶馆"
"2342833","粉面馆"
"2343595","茶馆"
"2343661","烤鱼"
"2344255","快餐简餐"
"2345182","海鲜"
"2345245","零食"
"2346268","Costa Coffee"
"2347357","两岸咖啡"
"2348053","羊蝎子"
"2348383","湘菜"
"2348938","川菜"
"2349634","快餐/简餐"
"2349997","粥店"
"2350423","香锅"
"2350489","快餐简餐"
"2352076","日本料理"
"2353987","台湾菜"
"2354944","快餐/简餐"
"2356072","西式简餐"
"2356825","法国菜"
"2357095","粤菜"
"2357617","法国菜"
"2358904","快餐简餐"
"2358940","比萨"
"2359927","面包西点"
"2360419","火锅"
"2361052","燕翅鲍"
"2361412","韩国料理"
"2363458","火锅"
"2363818","本帮菜"
"2363917","西式简餐"
"2365078","老北京小吃"
"2365111","快餐/简餐"
"2365441","西式甜点"
"2366068","本帮菜"
"2366101","小吃"
"2366596","家常菜"
"2366659","面包"
"2367025","小吃"
"2367223","快餐/简餐"
"2367256","上岛咖啡"
"2367487","火锅"
"2367490","火锅"
"2367520","其他中餐"
"2367553","麻辣烫"
"2367847","自助餐"
"2368150","面馆"
"2368873","炸酱面"
"2371510","酒吧"
"2371543","快餐/简餐"
"2371576","比萨"
"2371903","面包甜点"
"2371969","本帮菜"
"2371972","本帮菜"
"2372137","其他火锅"
"2372335","韩国料理"
"2372599","其他火锅"
"2372698","小吃"
"2372731","茶餐厅"
"2372764","西式简餐"
"2373262","火锅"
"2373295","本帮菜"
"2373523","面包西点"
"2373556","其他中餐"
"2374681","家常菜"
"2375503","意大利菜"
"2376658","快餐简餐"
"2377318","韩国料理"
"2377486","小吃"
"2377783","面馆"
"2377912","更多咖啡厅"
"2378443","意大利菜"
"2378506","零食"
"2378575","快餐/简餐"
"2378641","面包西点"
"2378674","香啡缤"
"2378740","小吃"
"2378968","日本料理"
"2378971","日式烧烤/铁板烧"
"2379169","粉面馆"
"2379301","面包"
"2379334","快餐/简餐"
"2379367","面包西点"
"2379763","米粉"
"2380318","云南菜"
"2380417","面包西点"
"2381605","本帮菜"
"2382628","冰淇淋"
"2382961","火锅"
"2383030","其他小吃"
"2383126","家常菜"
"2383261","面馆"
"2383456","更多咖啡厅"
"2383885","面包西点"
"2383984","面包"
"2384482","快餐/简餐"
"2384905","快餐/简餐"
"2385931","火锅"
"2386228","韩国料理"
"2387650","面包"
"2387908","西北风味"
"2388013","寿司/简餐"
"2388307","其他中餐"
"2388376","本帮江浙菜"
"2388835","面包西点"
"2389627","饺子"
"2389762","川菜"
"2390485","川菜"
"2391208","西餐"
"2391244","快餐简餐"
"2391967","西式简餐"
"2392399","快餐简餐"
"2392795","韩国料理"
"2393488","本帮菜"
"2394052","贵州菜"
"2394313","小吃"
"2394544","比萨"
"2394739","面包西点"
"2394805","包子"
"2395303","泰国菜"
"2395402","快餐简餐"
"2395930","寿司/简餐"
"2396029","日本料理"
"2396593","创意菜"
"2396689","粤菜"
"2396818","西式简餐"
"2396887","寿司/简餐"
"2397712","海鲜"
"2397943","火锅"
"2398108","湘菜"
"2398771","本帮江浙菜"
"2398999","本帮菜"
"2399233","上岛咖啡"
"2399332","本帮菜"
"2399464","白斩鸡"
"2399893","官府菜"
"2399923","烧烤"
"2400289","快餐简餐"
"2400490","羊蝎子"
"2401345","韩国料理"
"2402470","本帮菜"
"2402830","官府菜"
"2402896","贵州菜"
"2404087","饺子"
"2404153","面包"
"2405011","韩国料理"
"2405110","其他火锅"
"2405305","面包西点"
"2405338","麻辣烫"
"2405440","西式甜点"
"2405701","浙江菜"
"2405965","宁波菜"
"2406199","快餐简餐"
"2406265","麻辣烫"
"2406694","Costa Coffee"
"2407024","茶馆"
"2407123","日式烧烤/铁板烧"
"2407747","零食"
"2408605","面包西点"
"2408869","其他江浙菜"
"2409565","快餐简餐"
"2409631","素菜"
"2409664","饮品"
"2409727","其他江浙菜"
"2409895","饮品"
"2410390","寿司/简餐"
"2410486","面包"
"2410747","面包"
"2411050","小吃"
"2411146","粥店"
"2411245","本帮菜"
"2411638","烧烤"
"2411704","其他中餐"
"2412004","面包"
"2412037","牛排"
"2412433","川菜"
"2412499","其他火锅"
"2412826","日本料理"
"2412994","粤菜"
"2413258","面包"
"2414017","面包西点"
"2414215","其他小吃"
"2414941","粉面馆"
"2415139","小吃"
"2415502","山西菜"
"2415667","川菜"
"2417056","杭帮菜"
"2417287","本帮江浙菜"
"2417290","西式甜点"
"2417317","面馆"
"2417746","馄饨"
"2417944","烤鸭"
"2418574","烧烤"
"2419003","面包"
"2419300","小吃"
"2419366","星巴克"
"2419960","快餐简餐"
"2420911","快餐简餐"
"2420977","火锅"
"2421640","寿司/简餐"
"2421673","面包"
"2422399","徽菜"
"2423158","快餐/简餐"
"2423422","零食"
"2424742","西式甜点"
"2425732","酒吧"
"2426029","家常菜"
"2426065","老北京小吃"
"2426263","本帮菜"
"2426458","快餐简餐"
"2426494","川菜"
"2427121","川菜"
"2427187","家常菜"
"2427190","烧烤"
"2427217","本帮江浙菜"
"2427451","海鲜"
"2428207","其他火锅"
"2428243","家常菜"
"2428771","粉面馆"
"2429332","本帮菜"
"2429761","快餐简餐"
"2430019","老北京小吃"
"2430055","老北京小吃"
"2430778","火锅"
"2430844","川菜"
"2431537","小吃"
"2431603","饺子"
"2432824","家常菜"
"2432956","川菜"
"2433124","小吃"
"2433649","快餐简餐"
"2434606","小吃"
"2437120","快餐简餐"
"2437414","快餐简餐"
"2437450","湘菜"
"2437483","其他火锅"
"2438176","小吃"
"2438572","东北菜"
"2438800","面包"
"2438866","川菜"
"2438965","酒吧"
"2439724","面包"
"2440612","其他火锅"
"2441011","熟食"
"2441044","快餐/简餐"
"2441770","寿司/简餐"
"2442001","川菜"
"2442265","小吃"
"2442889","家常菜"
"2443750","本帮菜"
"2444407","川菜"
"2445103","烧烤"
"2446030","比萨"
"2446261","小吃"
"2446948","面馆"
"2447314","麻辣烫"
"2447413","本帮菜"
"2448274","川菜"
"2449099","涮羊肉"
"2449330","米粉"
"2450284","快餐简餐"
"2450479","西北菜"
"2451076","面包"
"2452198","川菜"
"2452396","家常菜"
"2452426","家常菜"
"2452693","甜品饮品"
"2452888","本帮菜"
"2452990","本帮菜"
"2453515","家常菜"
"2453548","比萨"
"2453584","贵州菜"
"2453878","家常菜"
"2453908","川菜"
"2455630","川菜"
"2455663","烧烤"
"2456422","饮品"
"2456491","自助餐"
"2456554","面馆"
"2457478","小吃"
"2457643","酒吧"
"2457775","快餐简餐"
"2457838","更多咖啡厅"
"2458075","西式甜点"
"2458138","茶馆"
"2458402","烧烤"
"2460838","西式甜点"
"2461075","烧烤"
"2461600","新疆/清真"
"2462227","湘菜"
"2462818","快餐/简餐"
"2465530","快餐简餐"
"2465956","酒吧"
"2466652","湘菜"
"2466685","面包西点"
"2467015","西式甜点"
"2467279","小龙虾"
"2467480","家常菜"
"2467543","快餐/简餐"
"2467576","比萨"
"2468236","本帮菜"
"2468896","快餐简餐"
"2469523","寿司/简餐"
"2470279","粉面馆"
"2470936","面包西点"
"2471005","快餐/简餐"
"2471137","家常菜"
"2471566","小吃"
"2472556","快餐简餐"
"2473582","更多咖啡厅"
"2473876","零食"
"2473975","涮羊肉"
"2474176","韩国料理"
"2474404","湖北菜"
"2474668","西北风味"
"2475427","烤鱼"
"2475595","本帮菜"
"2475757","日本"
"2476747","其他小吃"
"2478202","锅贴"
"2478235","面包"
"2478628","西式甜点"
"2478826","零食"
"2479027","小吃"
"2479063","其他小吃"
"2479591","烧烤"
"2480773","家常菜"
"2481040","其他小吃"
"2481169","小吃"
"2481367","东北菜"
"2482162","熟食"
"2482261","涮羊肉"
"2482984","小吃"
"2483413","川菜"
"2484139","熟食"
"2484175","寿司/简餐"
"2484205","烧烤"
"2484469","面包甜点"
"2484928","烧烤"
"2485330","创意菜"
"2485561","其他小吃"
"2486119","面包西点"
"2486188","快餐简餐"
"2486191","快餐简餐"
"2486287","快餐简餐"
"2486386","快餐简餐"
"2486614","新疆/清真"
"2486809","法国菜"
"2487604","湘菜"
"2489686","粉面馆"
"2489884","家常菜"
"2490178","小吃"
"2490208","本帮菜"
"2490442","海鲜"
"2490538","湘菜"
"2490673","川菜"
"2490901","麻辣烫"
"2491858","中东料理"
"2492059","西北菜"
"2492062","本帮菜"
"2492158","饮品"
"2492194","小吃"
"2492356","比萨"
"2492422","其他小吃"
"2493115","家常菜"
"2493838","小吃"
"2494006","小吃"
"2494039","拉美烧烤"
"2494042","真锅咖啡厅"
"2494075","烤鸭"
"2494435","零食"
"2494567","面包甜点"
"2494666","茶餐厅"
"2495326","其他中餐"
"2495788","其他小吃"
"2495818","香啡缤"
"2495821","熟食"
"2496316","家常菜"
"2497474","米粉"
"2498233","饺子"
"2498626","家常菜"
"2498857","日本料理"
"2499784","小吃"
"2500903","粉面馆"
"2501173","馄饨"
"2501434","零食"
"2502097","甜品饮品"
"2502163","快餐/简餐"
"2503906","自助餐"
"2504440","更多咖啡厅"
"2504866","麻辣烫"
"2505034","本帮菜"
"2505328","本帮菜"
"2505661","本帮江浙菜"
"2506945","粉面馆"
"2507443","小吃"
"2508103","涮羊肉"
"2508367","零食"
"2508763","小吃"
"2508862","湘菜"
"2509618","面包西点"
"2510605","粉面馆"
"2510737","韩国料理"
"2510773","面包西点"
"2510971","饺子"
